"Номер задания";"Старт задания";"Окончание задания";"Товар НО";"Категория";"Код товарной категории";"Описание товара";"Комментарий по товару";"Бренд";"Код ценовой зоны";"Код розничной сети";"Розничная сеть";"Регион";"Физический адрес";"Штрихкод";"Количество штук";"Цена конкурента";"Цена акционная\по карте";"Аналог";"Нет товара";"Дата мониторинга";"Фото";"Примечание";"Ссылка на страницу товара"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ363703";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад DOVE молочный с фундуком и изюмом 90г Россия";;"DOVE";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607065372699";;"159.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991334?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-dove-molochnyy-s-fundukom-i-izyumom-90g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ349222";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОБН";"Шоколад Dove молочный 90г *16 ООО ""МАРС"" Россия";;"Dove";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607065372712";;"159.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760544106?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-dove-molochnyy-90g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ432158";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад молочный M&M's с миндалем и разноцветным драже Марс 122г Россия";;"M&M's";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4606720010310";;"264";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991823?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-m-m-mindal-i-drazhe-125g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ240637";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОБН";"Шоколад Milka Bubbles молочный пористый 76г Россия";;"Milka";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622300789114,7622201781880";;"137.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/608709680?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-milka-molochnyy-poristyy-80g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ348318";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Milka Bubbles молочный с кокосом Mon’delez Rus LLC 92 г Россия";;"Milka";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622210501967,7622201769352";;"137.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990918?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-milka-babls-molochnyy-poristyy-s-kokosom-97g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ240631";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОБН";"Шоколад Milka молочный Mon’delez Rus LLC 85г Россия";;"Milka";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622300629656,7622210372161,7622201769291,4601738004610";;"169.9";"89.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990144?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-milka-molochnyy-90g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ401455";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Milka молочный с круглым печеньем «Орео» с начинкой со вкусом ванили Mon’delez Rus LLC 92г Россия";;"Milka";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622210832498";;"159.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991413?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-milka-oreo-s-nachinkoy-so-vkusom-vanili-92g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ329452";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Milka молочный с печеньем LU Mon’delez Rus LLC 87г Россия";;"Milka";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622210451255";;"159.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991333?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-milka-molochnyy-s-pechenem-lu-87g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ270016";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Milka молочный с фундуком Mon’delez Rus LLC 85г Россия";;"Milka";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622210372239,7622201771027,4601738004627";;"169.9";"89.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760539350?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/super-price/shokolad-milka-molochnyy-s-fundukom-90g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ405245";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад молочный Milka с молочной и карамельной начинкой и обжаренным цельным фундуком Mondelez Osterreich Production GmbH 300г Австрия";;"Milka";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622210924568";;"399.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/750399653?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/shokolad-milka-molochnyy-s-tselnym-fundukom-300g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ427363";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОБН";"Шоколад темный Ritter Sport 61% какао Alfred Ritter GmbH&Co.KG 100г Германия";;"Ritter Sport";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417932006";;"189.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760542815?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-ritter-sport-temnyy-iz-nikaragua-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ427364";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОБН";"Шоколад темный Ritter Sport 74% какао Alfred Ritter GmbH&Co.KG 100г Германия";;"Ritter Sport";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417933003";;"189.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760541829?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-ritter-sport-temnyy-iz-peru-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ231133";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛМЦШТ";"Марципановая буханка Zentis Zentis Subwaren GmbH&Co.KG 100 г Германия";;"Zentis";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4002575016253";;"189.9";"139.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990052?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/martsipanovaya-bukhanka-tsentis-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ169571";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОБН";"Шоколад Бабаевский Концерн Бабаевский 100 г Россия";;"Бабаевский";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823143005";;"159.9";"89.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990018?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-babaevskiy-gorkiy-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ125415";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОБН";"Шоколад Бабаевский Элитный Концерн Бабаевский 100 г Россия";;"Бабаевский";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823122017";;"159.9";"89.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990016?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-babaevskiy-elitnyy-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ038548";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Бабаевский с фундуком Концерн Бабаевский 100г у/б Россия";;"Бабаевский";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823095014,4600823094017";;"200";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990368?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-babaevskiy-s-fundukom-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ441024";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛЗЕ";"Пастила Белёвская пастильная мануфактура классическая ООО ""Белёвская пастила"" 200г Россия";;"Белёвская пастильная мануфактура";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4630014500010";;"242";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991693?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila/pastila-belevskaya-klassicheskaya-200g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ441026";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛЗЕ";"Пастила Белёвская пастильная мануфактура с черной смородиной без добавления сахара ООО ""Белёвская пастила"" 180г Россия";;"Белёвская пастильная мануфактура";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4630014500492,4630014500065";;"270";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991459?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila/pastila-belevskaya-bez-sakhara-chernaya-smorodina-180g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ002583";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОБН";"Шоколад Вдохновение 100 г Россия";;"Вдохновение";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823009059";;"159.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990876?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-vdokhnovenie-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ206310";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОСН";"Шоколад Вдохновение элитный 75% какао с миндалем Концерн Бабаевский 100 г Россия";;"Вдохновение";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823009165,4600823009141";;"157.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991819?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/sh-d-vdokhnovenie-elitnyy-mindal-1-100/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ269978";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШБЕБН";"Шоколад Воздушный белый пористый Mon’delez Rus LLC 95 г Россия";;"Воздушный";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`7622300254735,7622210343161";;"156";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760541022?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-vozdushnyy-belyy-85g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ195495";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Аленка Аленка с молочной начинкой Красный Октябрь 100г Россия";;"Красный Октябрь";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600823173019";;"170";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/692766193?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-alenka-molochnaya-nach-1-100/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ266860";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОБН";"Шоколад Победа Вкуса Горький 72% какао без сахара КФ  Победа 100г у/б Россия";;"Победа Вкуса";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607005408112";;"201";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/601004223?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/diabeticheskie-produkty/shokolad-gorkiy-pobeda-bez-sakhara-72-kakao-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ266863";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОБН";"Шоколад Победа Вкуса Молочный без сахара 36% какао КФ  Победа 100г у/б Россия";;"Победа Вкуса";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607005408136";;"183";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/692812617?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-molochnyy-pobeda-bez-sakhara-36-kakao-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ266832";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОБН";"Шоколадная плитка Победа Вкуса Горький 72% какао КФ  Победа 100г Россия";;"Победа Вкуса";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4607005400901";;"148";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/692812650?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-gorkiy-pobeda-72-kakao-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ267881";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОБН";"Шоколад РОССИЙСКИЙ горький 70 % ООО Нестле Россия 82г Россия";;"РОССИЙСКИЙ";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4606272028757,4600680015934";;"75.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990365?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-rossiyskiy-gorkiy-70-90g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ267631";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОСН";"Шоколад РОССИЙСКИЙ тёмный с миндалем 90г Россия";;"РОССИЙСКИЙ";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4606272030200,4600680015958";;"129.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990406?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-rossiyskiy-temnyy-s-mindalem-90g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ267628";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОБН";"Шоколад РОССИЯ молочный 95/90г Россия";;"РОССИЯ";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4606272037230,4606272018642";;"109.9";"54.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/750457975?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-rossiya-shchedraya-dusha-ochen-molochnyy-90g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ337086";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШБЕСН";"Шоколад Ritter Sport белый с цельным лесным орехом и хлопьями 100 г Германия";;"Риттер Спорт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417701008";;"189.9";"129.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990148?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-ritter-sport-belyy-s-fundukom-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ024562";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОСН";"Шоколад Ritter Sport горький  с благородным марципаном 100 г Германия";;"Риттер Спорт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417025005";;"169.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/692467121?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konfety-podarochnye-nabory/shokolad-ritter-sport-temnyy-s-martsipanom-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ259036";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Ritter Sport молочный с кокосом 100 г Германия";;"Риттер Спорт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417298003";;"142.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760541510?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-ritter-sport-molochnyy-s-kokosovoy-nachinkoy-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ337061";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Ritter Sport молочный с цельным лесным орехом 100 г Германия";;"Риттер Спорт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417700001";;"189.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760540848?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-ritter-sport-molochnyy-lesnoy-orekh-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ337088";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Ritter Sport молочный с цельным миндалем 100 г Германия";;"Риттер Спорт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417703002";;"189.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760541366?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-ritter-sport-molochnyy-tselnyy-mindal-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ259006";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Ritter Sport молочный с ямайским ромом, изюмом и лесным орехом 100 г Германия";;"Риттер Спорт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417012005";;"169.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990826?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-ritter-sport-molochnyy-rom-izyum-orekh-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ337085";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШГОСН";"Шоколад Ritter Sport темный с цельным лесным орехом 100 г Германия";;"Риттер Спорт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417702005";;"189.9";"119.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760541120?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki-2/shokolad-ritter-sport-gorkiy-lesnoy-orekh-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ163525";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДПШМОСН";"Шоколад Риттер Спорт молочный с альпийским молоком 100 г Германия";;"Риттер Спорт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4000417018007";;"169.9";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600990890?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/shokolad-shokoladnye-batonchiki/shokolad-ritter-sport-molochnyy-s-alpiyskim-molokom-100g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ331106";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛВОХФ";"Халва Рот Фронт Лада  кунжутно-арахисовая 250 г Россия";;"Рот Фронт";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600080280352";;"199.9";"159.9";;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/692812789?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/vostochnye-sladosti/khalva-lada-1-250/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ002582";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛЗЕ";"Зефир Ударница Шармэль Классический в шоколаде 250 г Россия";;"Ударница";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600492220144";;"314";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991206?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila/zefir-sharmel-v-shokolade-klassicheskiy-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ165512";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛЗЕ";"Зефир Ударница Шармэль в шоколаде с ароматом пломбира 250 г Россия";;"Ударница";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600492217328";;"314";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991685?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila/zefir-sharmel-plombir-v-shokolade-1-250/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ152420";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛЗЕ";"Зефир Ударница Шармэль ванильный 255 г Россия";;"Ударница";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600492212101";;"176";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991195?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila/zefir-sharmel-s-aromatom-vanili-255g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ151598";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛЗЕ";"Зефир Ударница Шармэль крем-брюле 255 г Россия";;"Ударница";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600492214105";;"176";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760545112?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila-1/zefir-sharmel-so-vkusom-krem-bryule-255g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ165153";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛМАФФ";"Мармелад Ударница ""Мармеландия"" Лимонные дольки 250 г Россия";;"Ударница";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600492340019";;"186";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991377?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila/marmelad-marmelandiya-limonnye-dolki-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ165154";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛМАФФ";"Мармелад Ударница Апельсиновые дольки ""Мармеландия"" Ударница 250г Россия";;"Ударница";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600492340026";;"166";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991219?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila/marmelad-marmelandiya-apelsinovye-dolki-250g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ395834";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛМАФФ";"Мармелад Ударница Апельсиновые палочки  Апельтини 160г Россия";;"Ударница";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600492601011";;"170";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/600991397?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila/marmelad-apeltini-v-shokolade-apelsinovye-palochki-150g/"
"TASK-00002239";"2023-03-13";"2023-03-14";"ТОВ184964";"КОНДИТЕР СЛАДОСТИ ШОКОЛАД";"-ПРКДСЛМАФФ";"Мармелад Ударница Мармеландия Фруктовый коктейль 250 г Россия";;"Ударница";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"`4600492300013";;"154";;;" ";"2023-03-07";"http://webcache.zoomos.by/shops-parser/page-cache/760543321?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/zefir-marmelad-pastila-1/marmelad-marmelandiya-fruktovyy-kokteyl-251g/"
